x	y	piece_id	level_used	pt_idx	n_pts
40	76.17145483030963	1	0.6308373908051653	98	114
38	77.17631527180225	1	0.6308373908051653	99	114
36.22295866401489	78	1	0.6308373908051653	100	114
36.678281481994375	80	1	0.6308373908051653	101	114
38	81.92078895233716	1	0.6308373908051653	102	114
38.03869066548652	82	1	0.6308373908051653	103	114
39.14723012802797	84	1	0.6308373908051653	104	114
40	85.60674312441142	1	0.6308373908051653	105	114
40.202271224097416	86	1	0.6308373908051653	106	114
41.155973836468	88	1	0.6308373908051653	107	114
41.977569492229584	90	1	0.6308373908051653	108	114
42	90.09675617955592	1	0.6308373908051653	109	114
42.39057427899037	92	1	0.6308373908051653	110	114
42.60372125482475	94	1	0.6308373908051653	111	114
42.85822174735825	96	1	0.6308373908051653	112	114
43.31366195496459	98	1	0.6308373908051653	113	114
43.99166737653635	100	1	0.6308373908051653	114	114
66	34.023397845169704	2	0.6308373908051653	1	5
66.0675507910674	34	2	0.6308373908051653	2	5
66	33.842186236885105	2	0.6308373908051653	3	5
65.91394201779083	34	2	0.6308373908051653	4	5
66	34.023397845169704	2	0.6308373908051653	5	5
81.26699269380995	0	3	0.6308373908051653	1	3
82	1.0041342384249041	3	0.6308373908051653	2	3
82.70981585329257	0	3	0.6308373908051653	3	3
