x	y	z
4	34	0.9999061523698743
4	36	0.9998816104059769
4	38	0.9998077635015777
4	40	0.9996110620309804
4	42	0.9990469877762609
4	44	0.997236965033741
4	46	0.9917354702061499
4	48	0.9813705985850358
4	50	0.975540010845905
4	52	0.9818536283996362
4	54	0.991332690123383
4	56	0.9964817885279617
4	58	0.9984952470378103
4	60	0.999292247665399
4	62	0.9996498277599499
4	64	0.9998234390777705
4	66	0.9999110283279041
4	68	0.9999576956551671
4	70	0.9999820074170392
4	72	0.9999929552513186
4	74	0.9999971837728908
4	76	0.999998729999298
4	78	0.9999993143263992
4	80	0.9999995416093778
4	82	0.999999609953057
4	84	0.9999995657102282
4	86	0.9999993578055638
4	88	0.9999987440797098
4	90	0.9999968120904323
4	92	0.999989746812181
4	94	0.9999594904314411
4	96	0.999812141810128
4	98	0.9990307803693911
4	100	0.9947423843992739
6	0	0.005015410941508163
6	2	0.014584248181665652
6	4	0.0416452269671448
6	6	0.11315205926439018
6	8	0.272522713330258
6	10	0.5219938281899688
6	12	0.7555307917335635
6	14	0.9001582960402315
6	16	0.964353478802379
6	18	0.9872962522489839
6	20	0.9953768576690524
6	22	0.9981511704232181
6	24	0.99916402336764
6	26	0.9995758388494367
6	28	0.9997513113934556
6	30	0.9998283200993583
6	32	0.9998593409176414
6	34	0.9998605961125094
6	36	0.9998301550938792
6	38	0.9997458208168777
6	40	0.9995390181607857
6	42	0.9990032739141859
6	44	0.9975591485730687
6	46	0.9941893970761883
6	48	0.9894502178762793
6	50	0.9875596322494318
6	52	0.9903511672196352
6	54	0.9944385929300726
6	56	0.9971050224248564
6	58	0.9984619186515575
6	60	0.9991688449231211
6	62	0.9995600567785665
6	64	0.9997691671004006
6	66	0.9998755382102703
6	68	0.999933162459997
6	70	0.9999665031807107
6	72	0.9999845822384965
6	74	0.9999931243859042
6	76	0.9999967803522902
6	78	0.9999982908521035
6	80	0.999998907985235
6	82	0.9999991207311562
6	84	0.9999990735831673
6	86	0.9999987003978419
6	88	0.9999975880616009
6	90	0.9999942270284119
6	92	0.9999827684702862
6	94	0.9999382776663432
6	96	0.9997463613209334
6	98	0.9988599106073255
6	100	0.9946570621447791
8	0	0.003485399144449495
8	2	0.010023658111764873
8	4	0.028476544898411157
8	6	0.0782160237465052
8	8	0.19719576919324638
8	10	0.4111036051004761
8	12	0.6469814824262341
8	14	0.836869538403501
8	16	0.9395663721947151
8	18	0.9780193393147183
8	20	0.9921743679505383
8	22	0.9969320838723772
8	24	0.9986273508450512
8	26	0.9993067694575545
8	28	0.999594964180481
8	30	0.9997287507579476
8	32	0.9997860642303451
8	34	0.9997929599971143
8	36	0.999757120527837
8	38	0.9996625382764083
8	40	0.9994451240430587
8	42	0.9989336171975705
8	44	0.9977746265455486
8	46	0.9956900020951589
8	48	0.9935275355264461
8	50	0.9930572696300547
8	52	0.9944142051712453
8	54	0.9962134925055903
8	56	0.997532324338808
8	58	0.9983859525167845
8	60	0.9990010119503687
8	62	0.9994414166657027
8	64	0.9997019964269439
8	66	0.9998311820940134
8	68	0.9998976481175844
8	70	0.9999384576339307
8	72	0.9999659153688325
8	74	0.9999828331079716
8	76	0.9999916865085959
8	78	0.9999957144779312
8	80	0.9999974094178306
8	82	0.999998030740117
8	84	0.9999980269645097
8	86	0.9999973582835138
8	88	0.9999953375328048
8	90	0.9999894974750347
8	92	0.9999709888761151
8	94	0.9999058310614466
8	96	0.9996561540822297
8	98	0.9986464695269328
8	100	0.9944846988227932
10	0	0.0032859273475594314
10	2	0.008616380847490852
10	4	0.022399601864448133
10	6	0.056964309839156825
10	8	0.13737108813562865
10	10	0.29601540523743164
10	12	0.5294311439404981
10	14	0.7561138134835134
10	16	0.8987483580452565
10	18	0.9628221766132122
10	20	0.986501140132424
10	22	0.994817725873818
10	24	0.997773348597649
10	26	0.9988833888744022
10	28	0.9993531550208633
10	30	0.9995694678649338
10	32	0.9996636295211333
10	34	0.9996877153341815
10	36	0.9996559771666235
10	38	0.9995507329853369
10	40	0.9993112638731195
10	42	0.9988110873302696
10	44	0.9978825103610024
10	46	0.9965875609895013
10	48	0.9956231336118175
10	50	0.9956813342865529
10	52	0.9964440244856283
10	54	0.9972340466080645
10	56	0.997788222789971
10	58	0.9982428414944401
10	60	0.9987699061981717
10	62	0.9992857354868251
10	64	0.9996215425817974
10	66	0.9997800149021787
