x	y	z
42	0	8.427375377215766e-7
42	2	2.9745853911599955e-6
42	4	1.0499248149511136e-5
42	6	3.705797580014506e-5
42	8	1.3079428715258822e-4
42	10	4.708666928177228e-4
42	12	0.0018073957622224946
42	14	0.006139739750163016
42	16	0.01850536606983982
42	18	0.049223700824815475
42	20	0.11346971230529872
42	22	0.23277526868728324
42	24	0.4231310292444367
42	26	0.6938530849896514
42	28	0.8659230387138206
42	30	0.9249527481762423
42	32	0.9469763528111598
42	34	0.9514535911977747
42	36	0.936477593133195
42	38	0.9184833176342538
42	40	0.9425520593103045
42	42	0.9766277434003705
42	44	0.9886579272578362
42	46	0.9887603869423094
42	48	0.983267310197293
42	50	0.9770076971660189
42	52	0.9743031645820552
42	54	0.9757757244536187
42	56	0.9787303804930972
42	58	0.9793597738919718
42	60	0.97226596223803
42	62	0.9485332539559796
42	64	0.9066179609487451
42	66	0.8824529935018383
42	68	0.8829435385527101
42	70	0.8702984941868337
42	72	0.8144539486865908
42	74	0.7031456788043899
42	76	0.5617486840536527
42	78	0.4425653507826482
42	80	0.3742079243602769
42	82	0.3604111841021916
42	84	0.4004845462020109
42	86	0.48055107245004774
42	88	0.5673260873829934
42	90	0.6293628374408641
42	92	0.6598426139485549
42	94	0.6733659390479645
42	96	0.6869461231464863
42	98	0.7077616496998295
42	100	0.7319992416473661
44	0	2.294236820986693e-7
44	2	1.0021578013148869e-6
44	4	4.377567458238961e-6
44	6	1.9121618335620633e-5
44	8	8.351705035794388e-5
44	10	3.52684339118425e-4
44	12	0.0012520241033108772
44	14	0.004482636729172753
44	16	0.016736754787981832
44	18	0.04946466196365247
44	20	0.13342907199132714
44	22	0.27923273715156754
44	24	0.47759206097315104
44	26	0.698962669160307
44	28	0.8275499390355683
44	30	0.8998125905367805
44	32	0.9433568385418296
44	34	0.9540246101955818
44	36	0.9356632597395304
44	38	0.9085548419780419
44	40	0.9323146412725883
44	42	0.9710322280474802
44	44	0.9841773792335217
44	46	0.9817679339868151
44	48	0.9701345584317168
44	50	0.9587271038912814
44	52	0.9570878500855822
44	54	0.9642697320231777
44	56	0.9721727877663244
44	58	0.9744837939439763
44	60	0.9652145667769942
44	62	0.9324753635573014
44	64	0.8718787153498867
44	66	0.8282937902893666
44	68	0.8144918778530875
44	70	0.7850733156118761
44	72	0.7076975404828075
44	74	0.5898665230079378
44	76	0.46707991276476124
44	78	0.3632418357635693
44	80	0.28921996180929105
44	82	0.255948343630101
44	84	0.2704197655780966
44	86	0.32819623437424283
44	88	0.40706027510326054
44	90	0.47353118279876044
44	92	0.5113165859757579
44	94	0.5324779119893698
44	96	0.5561903306860113
44	98	0.5906474125036436
44	100	0.6304141556696778
46	0	9.449675088069639e-8
46	2	4.5961219320829455e-7
46	4	2.2354532636064747e-6
46	6	1.0872681532023686e-5
46	8	5.2876493649763956e-5
46	10	2.4449526612173853e-4
46	12	9.048552510261176e-4
46	14	0.003640868654078366
46	16	0.014780916304768802
46	18	0.05068453907320499
46	20	0.15636092279691494
46	22	0.33859856881434824
46	24	0.5883345951303085
46	26	0.7399558222557737
46	28	0.7732088395530797
46	30	0.8534847501943184
46	32	0.9361742280465908
46	34	0.9569284571007015
46	36	0.9406582581111002
46	38	0.9122598190028799
46	40	0.9288771151753785
46	42	0.9632426944439211
46	44	0.9753566844798283
46	46	0.9687536496244458
46	48	0.9479506331629846
46	50	0.9267304182220131
46	52	0.923456251400441
46	54	0.9398234591402315
46	56	0.9578068163299343
46	58	0.9642300869359303
46	60	0.9524646011057336
46	62	0.9084091473960073
46	64	0.827257782458083
46	66	0.7612397594372954
46	68	0.7257064189516247
46	70	0.6733914311335367
46	72	0.5787620145297274
46	74	0.46606830273192523
46	76	0.36577337517048586
46	78	0.2807742672454226
46	80	0.21402552587118492
46	82	0.1778263989036865
46	84	0.17821388737753496
46	86	0.21219769538727806
46	88	0.26771519680016675
46	90	0.3223235214739551
46	92	0.3600173695434368
46	94	0.38684205311226755
46	96	0.4177130280426806
46	98	0.45989975559625984
46	100	0.508877524208161
48	0	6.690808607020732e-8
48	2	3.1574359152197653e-7
48	4	1.4900130789823906e-6
48	6	7.0314310067665735e-6
48	8	3.3180085534185655e-5
48	10	1.5396514622388518e-4
48	12	6.833296031631685e-4
48	14	0.003202749406859632
48	16	0.012896290715178161
48	18	0.05264985783831984
48	20	0.18198458700202216
48	22	0.42255991011688193
48	24	0.7139707886672169
48	26	0.7914517186729143
48	28	0.7223565860481003
48	30	0.780854799988061
48	32	0.9163087807416347
48	34	0.9576260263248759
48	36	0.9522820144766181
48	38	0.9303993085605895
48	40	0.9334436907694255
48	42	0.9547508511643173
48	44	0.9621321661399462
48	46	0.948699843261975
48	48	0.9157797437179857
48	50	0.8813029069966346
48	52	0.8730975540402088
48	54	0.8988424268035903
48	56	0.9304820211979713
48	58	0.9437461784745012
48	60	0.9297031124904084
48	62	0.8731794207020493
48	64	0.7708314998484258
48	66	0.6799258279949364
48	68	0.6187754190076099
48	70	0.5458694915816427
48	72	0.44645005349245553
48	74	0.34874499628890376
48	76	0.270777316494511
48	78	0.20557132832137973
48	80	0.15283142547366885
48	82	0.12194567457083719
48	84	0.11627126495412696
48	86	0.13292393065046001
48	88	0.16556949215366734
48	90	0.20244060387998597
48	92	0.23306781291654297
48	94	0.25928795507101837
48	96	0.2902724850884088
48	98	0.331608908992346
48	100	0.3807828867985506
50	0	4.4326705929180485e-8
50	2	2.0739309996994653e-7
50	4	9.703376602099442e-7
50	6	4.5399414553639545e-6
50	8	2.1241022942078584e-5
50	10	1.0009032446610058e-4
50	12	5.036442068288433e-4
50	14	0.0026053979962113684
50	16	0.011435127683743385
50	18	0.054299715848265886
50	20	0.20989466170581117
50	22	0.523838661215867
50	24	0.8033303949976213
50	26	0.8290129717898427
50	28	0.690388748572804
50	30	0.6953778655919164
50	32	0.8790415215154513
50	34	0.9547007858281024
50	36	0.9635347833180248
50	38	0.950565061314564
50	40	0.9428126114110517
50	42	0.9479659943876043
50	44	0.946354109597944
50	46	0.9227615355763537
50	48	0.8755070481637969
50	50	0.8279641267785314
50	52	0.8131502945836954
50	54	0.841883308351854
50	56	0.8840914611713651
50	58	0.9055411700093483
50	60	0.890293402063333
50	62	0.8224232330486898
50	64	0.7015302535517092
50	66	0.5862686211939234
50	68	0.5004999528908626
50	70	0.41634252781282716
50	72	0.3265164503601323
50	74	0.24969916530421224
50	76	0.1917882132250286
50	78	0.14429094079144378
50	80	0.10607883571356388
50	82	0.08273673975064878
50	84	0.07559188132474637
50	86	0.08219205374142007
50	88	0.09904079116919914
50	90	0.1206945542115106
50	92	0.1418772310177401
50	94	0.16285386131349733
50	96	0.18837135130028143
50	98	0.2221076220808893
50	100	0.26332613863506665
52	0	1.959439433515353e-8
52	2	1.0152132914261884e-7
52	4	5.259961887420199e-7
52	6	2.725254898187716e-6
52	8	1.4119458571451455e-5
52	10	7.20593415197458e-5
52	12	3.515280923885357e-4
52	14	0.0018673257373311727
52	16	0.010167308287923239
52	18	0.054635347677982206
52	20	0.2301454639736249
52	22	0.5932603397091797
52	24	0.8487841192156875
52	26	0.850303975112895
52	28	0.6685281498942617
52	30	0.6225807314123574
52	32	0.8356676745992299
52	34	0.9477436069495917
52	36	0.9683751693336501
52	38	0.9628648066768445
52	40	0.9518590205739633
52	42	0.942861723765426
52	44	0.9274477999420947
52	46	0.890879858314831
52	48	0.8306889418097604
52	50	0.7703348848843916
52	52	0.7442752230819422
52	54	0.7685959655350642
52	56	0.8155144703800964
52	58	0.842597484269316
52	60	0.8251068551940075
52	62	0.7482271522358909
52	64	0.618382075774555
52	66	0.48783224715779383
52	68	0.38427541797233455
52	70	0.29912693850611205
52	72	0.22784413488368033
52	74	0.17289435246088483
52	76	0.13137536060196361
52	78	0.09765410230989993
52	80	0.07152176940556979
52	82	0.05545828524460275
52	84	0.04927855251327
52	86	0.05097075598935971
52	88	0.058511323873111094
52	90	0.06975726413858609
52	92	0.08286758060916316
52	94	0.09782128828448142
52	96	0.11633907320236296
52	98	0.1400601378852403
52	100	0.16915843387122712
54	0	8.919426264209543e-9
54	2	5.110804912850352e-8
54	4	2.9284755400641283e-7
54	6	1.6780055839556815e-6
54	8	9.61425444560666e-6
54	10	5.2755895997105834e-5
54	12	2.4422884340272074e-4
54	14	0.001328977947353838
54	16	0.00860917619172283
54	18	0.05276056249302176
54	20	0.22923990050402435
54	22	0.5902853738969005
54	24	0.857772887374302
54	26	0.8582719668722258
54	28	0.6525028128129415
54	30	0.581592962355505
54	32	0.8008838387777225
54	34	0.9340520654352742
54	36	0.9650723589807549
54	38	0.9663952527435548
54	40	0.9565144796627051
54	42	0.9360299079664255
54	44	0.9014516472393663
54	46	0.8508918797853499
54	48	0.782626623788978
54	50	0.7063111170328095
54	52	0.6606523279865687
54	54	0.677631793139432
54	56	0.7272588754116106
54	58	0.752853170452924
54	60	0.7262362840021938
54	62	0.643616040686159
54	64	0.5210522420339643
54	66	0.3916475945156273
54	68	0.2830311017586823
54	70	0.20545884869429534
54	72	0.15360826965043145
54	74	0.11671381655663232
54	76	0.08755477102304458
54	78	0.06401029402670333
54	80	0.04692663303559425
54	82	0.036709657406751056
54	84	0.03223195855836625
54	86	0.03188238947554565
54	88	0.03457310120045787
54	90	0.03977768739506205
54	92	0.04730935157875542
54	94	0.0571605853135885
54	96	0.06945118498556618
54	98	0.08436689761395122
54	100	0.10223956857206713
56	0	8.273348882562911e-9
56	2	4.388215174816466e-8
56	4	2.3275253761549904e-7
56	6	1.2345269675109064e-6
56	8	6.547856526170586e-6
56	10	3.4444862232212445e-5
56	12	1.8012144960608236e-4
56	14	0.001048999793059968
56	16	0.00672014162424705
56	18	0.04660546937430627
56	20	0.21192285574953676
56	22	0.5394857174227095
56	24	0.8141415842189972
56	26	0.8375785673837778
56	28	0.6760575364169834
56	30	0.5823981675879687
56	32	0.7417675901647607
56	34	0.9000574570597167
56	36	0.954457105700223
56	38	0.9639337405365015
56	40	0.953213640853782
56	42	0.9210586585618367
56	44	0.8677254951886337
56	46	0.8031856471223455
56	48	0.722498759993769
56	50	0.6287163958080352
56	52	0.5680712450871609
56	54	0.5764972147219233
56	56	0.6189540107641325
56	58	0.6342475799263092
56	60	0.5980272028850152
56	62	0.5184868331266138
56	64	0.41264517339284484
56	66	0.2980153202688563
56	68	0.20195256979026746
56	70	0.1393225125947931
56	72	0.10206786572703153
56	74	0.0767824956918827
56	76	0.05681149866529553
56	78	0.04127625312071007
56	80	0.03055142743010877
56	82	0.024124305022060272
56	84	0.020901040583792784
56	86	0.019884973083074915
56	88	0.020583568270066275
56	90	0.0229262917217269
56	92	0.02700079982790245
56	94	0.032773563665871745
56	96	0.04008574483948563
56	98	0.04883796555980616
56	100	0.05927065350259188
58	0	1.1268905055359057e-8
58	2	5.0464228353837076e-8
58	4	2.25988060396543e-7
58	6	1.0120153210835437e-6
58	8	4.53236194692849e-6
58	10	2.1573586895662747e-5
58	12	1.3512605720795369e-4
58	14	8.078176680080761e-4
58	16	0.004998058440618643
58	18	0.035504117170020104
58	20	0.19045541943730285
58	22	0.4962285394915402
58	24	0.6592936668476254
58	26	0.7432484074864213
58	28	0.7437278931375174
58	30	0.617918443781316
58	32	0.603714895994021
58	34	0.8137690983388385
58	36	0.9365962337324678
58	38	0.9564855146414392
58	40	0.9378808046360396
58	42	0.8916316111817938
58	44	0.8313920050806596
58	46	0.7500572478320463
58	48	0.6381845356544185
58	50	0.5355560346853724
58	52	0.48267395787160045
58	54	0.4785631565467462
58	56	0.4899981340541162
58	58	0.48916600822596745
58	60	0.4607468957360774
58	62	0.39641721789822704
58	64	0.30354546654578823
58	66	0.2102304500044668
58	68	0.14008015585997854
58	70	0.09545549406154538
58	72	0.06766338281274364
58	74	0.04914152597105247
58	76	0.03606670139992826
58	78	0.02670369665306418
58	80	0.020136150474969743
58	82	0.01580999611444233
58	84	0.01328658743965192
58	86	0.012232250618857368
58	88	0.012395855122245716
58	90	0.013576459077266083
58	92	0.01563541737865848
58	94	0.018524539616750844
58	96	0.022351080060435746
58	98	0.02729643157660134
58	100	0.03351494819233726
60	0	9.127998610271726e-9
60	2	3.9841038261976085e-8
60	4	1.7389443552509907e-7
60	6	7.589978169542726e-7
60	8	3.31313702634024e-6
60	10	1.553038580697567e-5
60	12	9.499981226614886e-5
60	14	5.246173807351078e-4
60	16	0.0036350804459268716
60	18	0.023705088081423617
60	20	0.15030749812331393
60	22	0.42532950659519975
60	24	0.40811189171809686
60	26	0.5460520111287053
60	28	0.7601841274931006
60	30	0.6322959798712461
60	32	0.44665609559847747
60	34	0.6651115374361996
60	36	0.8968924139852976
60	38	0.9363713581423762
60	40	0.9080840150223289
60	42	0.8493074816539504
60	44	0.7868304733032444
60	46	0.6826672020889587
60	48	0.538927713717677
60	50	0.4421361662113862
60	52	0.40381497688292994
60	54	0.38290948549372106
60	56	0.35974732070544746
60	58	0.3469852760313154
60	60	0.33353019233525866
60	62	0.28668141128806574
60	64	0.20873703667511978
60	66	0.1401890435083533
60	68	0.09484347986185739
60	70	0.06502339581609429
60	72	0.04446053858001128
60	74	0.03107696350627123
60	76	0.02282023560692508
60	78	0.017359899692781948
60	80	0.013288113167435866
60	82	0.010281317662829036
60	84	0.00836741190417426
60	86	0.007521384424373893
60	88	0.00754511039604493
60	90	0.008151092509235975
60	92	0.009111610209534047
60	94	0.01041467787104093
60	96	0.012282471289766271
60	98	0.014969760714434703
60	100	0.018561531104656387
62	0	4.715325703690952e-9
62	2	2.2748897914621525e-8
62	4	1.0975112922590134e-7
62	6	5.294896659760466e-7
62	8	2.554569426263386e-6
62	10	1.2557355375334005e-5
62	12	6.493396463705839e-5
62	14	3.419048644044791e-4
62	16	0.0024222262209614514
62	18	0.015073752044805575
62	20	0.0805142950773295
62	22	0.22995708502684573
62	24	0.2663961071181279
62	26	0.38010610410937057
62	28	0.5753419682181168
62	30	0.5286925574395539
62	32	0.42438837063993246
62	34	0.5573449472622122
62	36	0.7851279576157931
62	38	0.8750651901252859
62	40	0.8690086802805628
62	42	0.8076666975307878
62	44	0.7083121468364405
62	46	0.5806681254943504
62	48	0.4552301850214407
62	50	0.36928233246387315
62	52	0.3174742314641323
62	54	0.28126282674639935
62	56	0.2558140846217478
62	58	0.24203217495720433
62	60	0.22543124293882297
62	62	0.1884395345321808
62	64	0.1374275677685758
62	66	0.09366912272204553
62	68	0.06313243795221975
62	70	0.042409321922966925
62	72	0.02860439511681508
62	74	0.019997309122408977
62	76	0.014732813986761743
62	78	0.011175784346026294
62	80	0.008510179386106213
62	82	0.006576741310829024
62	84	0.005349088497807495
62	86	0.004745793265699433
62	88	0.0046202906727330845
62	90	0.004817093625357583
62	92	0.005239339228021626
62	94	0.005890881286942251
62	96	0.006856789967394977
62	98	0.008227287781983075
62	100	0.010028029120654985
64	0	2.9199726048084052e-9
64	2	1.4991952136372444e-8
64	4	7.697285148235253e-8
64	6	3.9519992414399235e-7
64	8	2.0289355561770354e-6
64	10	1.0010298806630371e-5
64	12	4.664928066453851e-5
64	14	2.7955812821920116e-4
64	16	0.0013712330432674314
64	18	0.009023740736718302
64	20	0.027862610202161926
64	22	0.05526655457709952
64	24	0.25790367403257664
64	26	0.35079039675757157
64	28	0.18604315067295638
64	30	0.278421757967151
64	32	0.5462498129132562
64	34	0.5749930143017778
64	36	0.5663426631202071
64	38	0.7184346896282956
64	40	0.8207989400885306
64	42	0.7685985085392656
64	44	0.5792520976050589
64	46	0.44537910710803147
64	48	0.39465681243682516
64	50	0.31541195558348883
64	52	0.22763163223534913
64	54	0.18577371145919855
64	56	0.18249012577884766
64	58	0.17352336066609278
64	60	0.1427708876689296
64	62	0.11148558858687062
64	64	0.08829460034292161
64	66	0.06422742597010687
64	68	0.04151726380316131
64	70	0.026352175143430894
64	72	0.018071838371941738
64	74	0.013221639634752513
64	76	0.009743014082589143
64	78	0.007086357516550436
64	80	0.00525758848759153
64	82	0.004142005495966083
64	84	0.0034928367097622716
64	86	0.0030842585377275204
64	88	0.002836796196750463
64	90	0.0027829956099450844
64	92	0.002963463300352597
64	94	0.0033647492883523054
64	96	0.003918410492338406
64	98	0.004560644652844905
64	100	0.005297106217909392
66	0	1.0492598479775563e-9
66	2	6.668488531516958e-9
66	4	4.238105369438221e-8
66	6	2.693493975792695e-7
66	8	1.7114130062725966e-6
66	10	9.251526002986473e-6
66	12	3.145608265233331e-5
66	14	2.0202968701988117e-4
66	16	7.347105687060172e-4
66	18	0.004232648425267452
66	20	0.010986616703576247
66	22	0.01454179837685344
66	24	0.21111580294628876
66	26	0.3298029846416925
66	28	0.05082716944207974
66	30	0.10942675588889514
66	32	0.6015264008842629
66	34	0.6333483625665556
66	36	0.41871562667326684
66	38	0.5124702426132061
66	40	0.7205201091847574
66	42	0.6929523150951007
66	44	0.45259974189768876
66	46	0.3283194398374931
66	48	0.3208399541414689
66	50	0.25299901460979923
66	52	0.15969029495431117
66	54	0.1213726593798813
66	56	0.12517122997155974
66	58	0.11889247253913308
66	60	0.0886445651026302
66	62	0.06543092594151921
66	64	0.05504419926506589
66	66	0.04234807653854222
66	68	0.026954430215545687
66	70	0.016568421449037758
66	72	0.011485079776973418
66	74	0.00865923687474013
66	76	0.006392350397144536
66	78	0.00451760409199743
66	80	0.0032810696159089954
66	82	0.002611008384581631
66	84	0.0022578166830168676
66	86	0.001987878069210124
66	88	0.0017504645264026365
66	90	0.0016317089541277795
66	92	0.0016950104470026196
66	94	0.0019210931198991425
66	96	0.0022193095896196956
66	98	0.002504088152342189
66	100	0.002782107936028799
68	0	1.7932687435751639e-10
68	2	1.7275432800973661e-9
68	4	1.6642267119232937e-8
68	6	1.6032305667561007e-7
68	8	1.5437267133541254e-6
68	10	1.0596027956326576e-5
68	12	1.8232189295143306e-5
68	14	8.122471905238527e-5
68	16	4.8716797637885314e-4
68	18	0.0016631996665592045
68	20	0.008489979012671208
68	22	0.014639527675734235
68	24	0.05785815715524764
68	26	0.14207456204846344
68	28	0.06596654614808059
68	30	0.0932462194758556
68	32	0.3821104423719051
68	34	0.5590051395868364
68	36	0.4617915752610419
68	38	0.4153099003591472
68	40	0.49577144912276205
68	42	0.5207894558283701
68	44	0.3979125459887438
68	46	0.2693194260172799
68	48	0.20967682163245943
68	50	0.16736013424283977
68	52	0.12286424486905295
68	54	0.0907621268821018
68	56	0.07710453415138295
68	58	0.06924918306824347
68	60	0.05702805409647975
68	62	0.04335674581016187
68	64	0.03289136483029373
68	66	0.02461679868066962
68	68	0.017212723220223186
68	70	0.011323206286623675
68	72	0.007537075898365732
68	74	0.00534610987940676
68	76	0.003977604133596654
68	78	0.002956376458597652
68	80	0.0021876126786296588
68	82	0.0016844155862092613
68	84	0.0013910053914960906
68	86	0.001210951382353071
68	88	0.0010877316399676407
68	90	0.0010182827081795355
68	92	0.001016421690903129
68	94	0.0010821527826500143
68	96	0.0011935316125274073
68	98	0.0013280436146284548
68	100	0.0014819977455333404
70	0	1.5451453064353902e-9
70	2	8.207361944292885e-9
70	4	4.359511553302374e-8
70	6	2.3156451747369613e-7
70	8	1.2298372307278245e-6
70	10	5.8822550192439785e-6
70	12	1.470432226082273e-5
70	14	4.4933662153383066e-5
70	16	3.914678947451631e-4
70	18	0.0010020726231045702
70	20	0.007590025361957715
70	22	0.030535878043087415
70	24	0.008394865155233676
70	26	0.02491099603024739
70	28	0.25643679012965903
70	30	0.212142459710392
70	32	0.1099436559962244
70	34	0.30417879246811497
70	36	0.5728379191976695
70	38	0.4173252553014913
70	40	0.242426170331922
70	42	0.29024569953457774
70	44	0.3830283636443028
70	46	0.24529905648797543
70	48	0.11129824552700808
70	50	0.09121398501468438
70	52	0.10044379898054125
70	54	0.07655247288125737
70	56	0.044266295197210107
70	58	0.035225953517992396
70	60	0.037513385801071
70	62	0.03186714830094593
70	64	0.01931020637291136
70	66	0.013010642072658908
70	68	0.010757974228845196
70	70	0.008221949787357496
70	72	0.005106685602628724
70	74	0.0031662838638661247
70	76	0.0023523407388798575
70	78	0.0019511578308645616
70	80	0.001538956318870188
70	82	0.001119421484711829
70	84	8.276905291116703e-4
70	86	6.990235697057324e-4
70	88	6.744702856780316e-4
70	90	6.704712161189419e-4
70	92	6.38884871645802e-4
70	94	6.041621093525945e-4
70	96	6.118409343985534e-4
70	98	6.817179597508373e-4
70	100	8.006768479730583e-4
72	0	3.237767500874726e-5
72	2	1.2569679582984055e-5
72	4	4.879749089657699e-6
72	6	1.8943871238576253e-6
72	8	7.363399383065482e-7
72	10	6.908238775625625e-7
72	12	2.826190118308592e-5
72	14	1.581225400407923e-4
72	16	2.4316081864319067e-4
72	18	0.001410323230758443
72	20	0.0024595287447341184
72	22	0.014349954042933209
72	24	0.008218751230427805
72	26	0.015411391929141807
72	28	0.3240870153193105
72	30	0.310894951607026
72	32	0.062136587713899745
72	34	0.1500193940350927
72	36	0.48523962509788127
72	38	0.3633953930253088
72	40	0.14372019368114475
72	42	0.1575791386352155
72	44	0.2834216970115462
72	46	0.1902198289069268
72	48	0.06981310097982023
72	50	0.05438186177670112
72	52	0.06919495122080588
72	54	0.055976775423851585
72	56	0.028215914528022603
72	58	0.020237949525454896
72	60	0.022912386166059843
72	62	0.02079900930645425
72	64	0.01193419587694297
72	66	0.007621282393683232
72	68	0.006577075909269379
72	70	0.0054260052686968385
72	72	0.0034066549797291783
72	74	0.0020120905656317144
72	76	0.0014480187437182384
72	78	0.001236821553739849
72	80	0.0010231424933433233
72	82	7.420201076007076e-4
72	84	5.165931961644737e-4
72	86	4.1822209344597735e-4
72	88	4.111997787459364e-4
72	90	4.2197917922726634e-4
72	92	3.931072264263015e-4
72	94	3.4411442862366295e-4
72	96	3.255753104784523e-4
72	98	3.566828959422117e-4
72	100	4.2450823083109066e-4
74	0	1.70380091768426e-4
74	2	4.197805454655336e-5
74	4	1.0341504778109782e-5
74	6	2.5476209483794497e-6
74	8	6.284791390089103e-7
74	10	4.237137391109908e-7
74	12	2.7774509518863714e-5
74	14	2.1887604075542742e-4
74	16	1.3987924610939383e-4
74	18	0.0013500567085001276
74	20	8.129144587892908e-4
74	22	0.0033478375391652435
74	24	0.04074408975567917
74	26	0.05348297233031792
74	28	0.0853725252319984
74	30	0.14568014177305333
74	32	0.12951870142108016
74	34	0.1460310998460255
74	36	0.20528090626160075
74	38	0.2005459086127077
74	40	0.14142999739145481
74	42	0.11775794084424775
74	44	0.1237492811520337
74	46	0.10174674381240412
74	48	0.06326389562748616
74	50	0.043829593304994585
74	52	0.03653691072225567
74	54	0.02982479727380335
74	56	0.021130997591431666
74	58	0.015339511242247096
74	60	0.012723652838506155
74	62	0.010612365112329545
74	64	0.00784231110578419
74	66	0.005519005915901222
74	68	0.004035472395663243
74	70	0.002994585284065299
74	72	0.002115636903172498
74	74	0.0014372567052362358
74	76	0.0010048084207546916
74	78	7.571964891139009e-4
74	80	5.969161148012857e-4
74	82	4.640315714413873e-4
74	84	3.5350711951331843e-4
74	86	2.831888382404339e-4
74	88	2.498406576759073e-4
74	90	2.3396487562046283e-4
74	92	2.1887780311595639e-4
74	94	2.0298119210384816e-4
74	96	1.954754471836777e-4
74	98	2.008834977401124e-4
74	100	2.1412197484674375e-4
76	0	2.2204460492503126e-16
76	2	5.007643269772223e-12
76	4	3.263801129388748e-10
76	6	2.1272277234421847e-8
76	8	1.3842456347269078e-6
76	10	2.8550569152035457e-5
76	12	2.7161887672008865e-6
76	14	2.6625601163047822e-6
76	16	1.6918611215103847e-4
76	18	2.670060112351933e-4
76	20	0.0026846723681165315
76	22	0.015223684339335831
76	24	0.02462039209371157
76	26	0.05198948848982295
76	28	0.0543906960982112
76	30	0.07679559361055285
76	32	0.1500092784041206
76	34	0.13538816824922503
76	36	0.09098289186595751
76	38	0.09813109645365066
76	40	0.116796171663422
76	42	0.08822420705152428
76	44	0.0543792658203101
76	46	0.050336727467103104
76	48	0.051603953056957225
76	50	0.035144300459787454
76	52	0.020260567922425442
76	54	0.01554830790927392
76	56	0.014837410849733303
76	58	0.011608548575087491
76	60	0.0074374630851972625
76	62	0.005482577481192307
76	64	0.004960616462384581
76	66	0.003952486815603833
76	68	0.002561366560634106
76	70	0.0016752206617011846
76	72	0.0012680085659105779
76	74	9.974449147124786e-4
76	76	7.159268828920476e-4
76	78	4.818324695827582e-4
76	80	3.441201956963666e-4
76	82	2.776007717468627e-4
76	84	2.4062297639154486e-4
76	86	2.000723147786758e-4
76	88	1.5594483080663224e-4
76	90	1.2612044984233018e-4
76	92	1.1643750741305009e-4
76	94	1.1962666122352656e-4
76	96	1.223707866609257e-4
76	98	1.1651032135454891e-4
76	100	1.062797557163272e-4
78	0	2.2204460492503126e-16
78	2	2.2204460492503126e-16
78	4	1.5626179838934558e-11
78	6	5.120482742743241e-9
78	8	1.6738281510138163e-6
78	10	9.387285383750475e-5
78	12	1.2838580560589787e-6
78	14	5.937739031624483e-7
78	16	1.6062173771077447e-4
78	18	1.2484442148728804e-4
78	20	0.0059979116758321245
78	22	0.050425696560630985
78	24	0.009748258335647334
78	26	0.025389114990029826
78	28	0.09391084610987215
78	30	0.08573297438230451
78	32	0.07494385779241576
78	34	0.07392783001736045
78	36	0.06588836208505419
78	38	0.06195058124271184
78	40	0.06100550952023988
78	42	0.049495507278152134
78	44	0.035569998708663786
78	46	0.03129164163851324
78	48	0.029269662444842404
78	50	0.021355574051191477
78	52	0.013720794937875265
78	54	0.010284008090533623
78	56	0.00894623016780032
78	58	0.006988757787911259
78	60	0.004766988087207295
78	62	0.003512603431975951
78	64	0.0029788031538638743
78	66	0.0023595119630218674
78	68	0.001619761525764581
78	70	0.0010941292519816323
78	72	8.096247462263237e-4
78	74	6.23934977258528e-4
78	76	4.5620291724072874e-4
78	78	3.1495313943893683e-4
78	80	2.240091545201506e-4
78	82	1.7639188610128433e-4
78	84	1.505062131533821e-4
78	86	1.250442747758434e-4
78	88	9.714389308982928e-5
78	90	7.697701762688303e-5
78	92	6.876390488135289e-5
78	94	6.842649549347349e-5
78	96	6.795584136705023e-5
78	98	6.267347836096174e-5
78	100	5.529229901967709e-5
80	0	0.03093964846918165
80	2	0.0019201131635926214
80	4	1.1590659609484269e-4
80	6	6.9847751494577866e-6
80	8	4.217375987100461e-7
80	10	1.1299238077532139e-7
80	12	3.948452397304228e-5
80	14	7.982564024270229e-4
80	16	3.8321607580604516e-5
80	18	6.130259870859419e-4
80	20	5.90459492629031e-4
80	22	0.0017740738427005679
80	24	0.11011652849736568
80	26	0.12094140968811974
80	28	0.02636029265362399
80	30	0.040492442349921734
80	32	0.07584055645071074
80	34	0.05146571205078545
80	36	0.03299644477706874
80	38	0.03493913878670206
80	40	0.035795778255664386
80	42	0.0275579621334157
80	44	0.021121838366269824
80	46	0.01944151711299088
80	48	0.017018268286389374
80	50	0.012402941973729438
80	52	0.00882291512717959
80	54	0.006956403489425115
80	56	0.005556208010592867
80	58	0.004081226015915569
80	60	0.002966238694289585
80	62	0.0023217843102059563
80	64	0.001861866082493388
80	66	0.001382365525761199
80	68	9.810303131970199e-4
80	70	7.208812193040306e-4
80	72	5.43790411680155e-4
80	74	3.944158497249258e-4
80	76	2.747221125616052e-4
80	78	1.982519499262119e-4
80	80	1.5320643972965522e-4
80	82	1.2063705141709246e-4
80	84	9.254660348126927e-5
80	86	7.138590978513448e-5
80	88	5.834256852771154e-5
80	90	5.055094701307623e-5
80	92	4.454609450950904e-5
80	94	3.8916073078213184e-5
80	96	3.448919518156338e-5
80	98	3.17035312336255e-5
80	100	2.976332025293139e-5
82	0	0.9779028713304624
82	2	0.28662979798180777
82	4	0.003634724118539513
82	6	3.3119592262749605e-5
82	8	3.0162707061123914e-7
82	10	2.5245262825463e-8
82	12	9.325107422152761e-5
82	14	0.004970593143471715
82	16	2.8632284087738583e-5
